B1,B10,B11,B2,B3,B4,B5,B6,B7,landcover
0.12361428,294.83722,289.9142,0.09855231,0.08310633,0.056093287,0.35539752,0.16427201,0.0705049,0
0.12132276,294.3984,290.04028,0.09440334,0.07137187,0.047865413,0.329531,0.15345523,0.05911839,0
0.12118934,294.45636,290.04617,0.09511615,0.07165599,0.048785288,0.32699543,0.15675092,0.06244935,0
0.12230211,294.3134,289.91718,0.0960278,0.07369281,0.05001837,0.32657698,0.15881792,0.06483868,0
0.124705955,293.76422,289.86972,0.10061952,0.07702085,0.053004093,0.31199363,0.14343709,0.0523701,0
0.125426,295.04767,290.17212,0.10178087,0.08143398,0.0559307,0.35549018,0.16146849,0.0664937,0
0.12259166,295.75903,290.87488,0.09709674,0.08004725,0.05311651,0.3829551,0.17473015,0.06391485,0
0.12249559,295.67624,290.81274,0.09731494,0.07922451,0.051371574,0.39336646,0.17209299,0.06294663,0
0.12913673,295.99237,291.7232,0.10339047,0.08557307,0.054683384,0.39315408,0.17410395,0.068303786,0
0.13758071,295.97296,291.73782,0.114765674,0.095545694,0.07539188,0.36893952,0.19257057,0.078904934,0
0.13734901,295.97055,291.691,0.11211712,0.093881615,0.07345046,0.36766833,0.1859836,0.075579025,0
0.13758071,295.97296,291.73782,0.114765674,0.095545694,0.07539188,0.36893952,0.19257057,0.078904934,0
0.12112766,295.89893,291.3928,0.096121594,0.08100537,0.05370356,0.38265046,0.17575283,0.06764929,0
0.12198706,295.66522,291.0113,0.096636444,0.0834668,0.054574102,0.39493054,0.17657422,0.06807036,0
0.12087707,295.80176,291.26953,0.095739365,0.0804774,0.05216378,0.3921724,0.16754869,0.061292388,0
0.12087707,295.80176,291.26953,0.095739365,0.0804774,0.05216378,0.3921724,0.16754869,0.061292388,0
0.120366395,295.84555,291.35345,0.09500627,0.07914185,0.050673813,0.39114422,0.17246248,0.06347132,0
0.12083483,295.8346,291.2741,0.09527374,0.07924037,0.05105775,0.38920856,0.17100744,0.061829723,0
0.11826551,294.70325,290.6236,0.09115829,0.06952446,0.0446361,0.3266191,0.13986294,0.053065635,0
0.11880629,295.54047,291.29828,0.09325655,0.06980546,0.04714515,0.31568134,0.13891128,0.051053066,0
0.12045541,295.50394,291.27188,0.09492889,0.078669965,0.052562777,0.30971876,0.14317368,0.054357626,0
0.12194194,295.5721,291.39804,0.09771614,0.08398896,0.05655783,0.30959904,0.15301552,0.06324162,0
0.11782484,295.48203,291.41565,0.08987538,0.062834546,0.039774455,0.3053606,0.14152141,0.05342373,0
0.11846966,295.45523,291.38043,0.0901682,0.06350503,0.040085755,0.29120845,0.13687587,0.051484097,0
0.11952633,295.43817,291.34525,0.09447051,0.06381633,0.040477704,0.3114668,0.13100907,0.048107695,0
0.11936373,295.4674,291.125,0.09369786,0.074605234,0.04972908,0.3040196,0.1354391,0.051579878,0
0.12143094,295.47714,291.16907,0.09567216,0.07788025,0.051656924,0.31580105,0.1406833,0.05732652,0
0.12270902,294.6334,290.53076,0.09681478,0.07928354,0.05770173,0.33154047,0.15459156,0.06852519,0
0.12216538,294.6386,290.59702,0.0961021,0.07961008,0.059925046,0.3315388,0.15020885,0.06421578,0
0.11839222,295.52344,291.3012,0.09095658,0.062834546,0.038912397,0.3021518,0.13189508,0.047461152,0
0.11789154,295.53317,291.16907,0.08906447,0.062403515,0.039175805,0.2987275,0.13230217,0.04870635,0
0.117936015,295.56482,291.21606,0.08919962,0.06458261,0.040325217,0.30416328,0.13548699,0.050550196,0
0.11789154,295.53317,291.16907,0.08906447,0.062403515,0.039175805,0.2987275,0.13230217,0.04870635,0
0.11880629,295.54047,291.29828,0.09325655,0.06980546,0.04714515,0.31568134,0.13891128,0.051053066,0
0.118324645,295.5429,291.38043,0.09052861,0.063792385,0.040085755,0.30837777,0.1390789,0.053016644,0
0.12231357,295.59644,291.43616,0.09719605,0.07289141,0.04923999,0.29532716,0.15155482,0.061733022,0
0.1181895,295.46252,291.38925,0.09127194,0.06293033,0.038792666,0.30533662,0.13297264,0.04889792,0
0.12194194,295.5721,291.39804,0.09771614,0.08398896,0.05655783,0.30959904,0.15301552,0.06324162,0
0.12236351,294.59247,290.54993,0.0954412,0.07592261,0.051745906,0.3301896,0.15167862,0.061504804,0
0.12160744,294.5484,290.42322,0.09473348,0.07344364,0.048302412,0.335203,0.1487675,0.058217615,0
0.12186867,294.57745,290.4026,0.094564736,0.07403748,0.04844127,0.34493542,0.14772522,0.056448624,0
0.12072977,294.30243,290.01505,0.09390715,0.0721641,0.048242077,0.32806253,0.15659878,0.06138461,0
0.13261999,297.04,292.70538,0.113396086,0.0937409,0.079394035,0.13941078,0.08029546,0.0434233,1
0.13258737,296.84796,292.00244,0.11252966,0.094438985,0.07813814,0.13524383,0.10038842,0.050432894,1
0.13599925,296.9246,292.77505,0.114366546,0.09709527,0.07654498,0.19261357,0.08764981,0.050084546,1
0.13907681,297.29684,292.8737,0.11412913,0.1004258,0.08021666,0.18036987,0.12538004,0.059509058,1
0.13909279,297.36517,292.9853,0.11513823,0.09950791,0.081527844,0.18683554,0.12127114,0.058598306,1
0.13504595,297.42743,292.865,0.1110588,0.09250193,0.080056235,0.17623629,0.113761455,0.050781734,1
0.13740855,295.92133,291.7364,0.11452056,0.097132474,0.08206533,0.15897125,0.09653821,0.0552411,1
0.13810869,296.4057,291.77344,0.11544745,0.09926671,0.074457645,0.1446197,0.0901585,0.055590585,1
0.13726653,297.12167,292.72864,0.11488929,0.094783664,0.0794921,0.17235589,0.111802444,0.053836334,1
0.13887022,297.37833,292.7083,0.11607849,0.098895416,0.08710291,0.19545971,0.08488851,0.04522849,1
0.13756534,296.7273,292.32175,0.114661366,0.09654444,0.08328833,0.17424029,0.10998689,0.05086904,1
0.13364547,296.95105,292.79538,0.11194547,0.091378905,0.0715104,0.190938,0.10499403,0.05902222,1
0.13880023,297.0037,292.6341,0.11558242,0.098849714,0.07755722,0.17492276,0.12412943,0.059427008,1
0.13748887,296.76572,291.2337,0.11592285,0.098890774,0.08605355,0.15630014,0.088578515,0.051139195,1
0.13311931,297.2081,292.99252,0.11389541,0.097162776,0.07952744,0.12460258,0.0997481,0.055847887,1
0.13459474,297.32675,292.9476,0.112189166,0.094703436,0.07807185,0.14868394,0.06743745,0.035107397,1
0.13580325,297.06256,292.77057,0.11382966,0.09579149,0.07822873,0.13199382,0.083387375,0.0426725,1
0.1343758,297.0592,292.7083,0.114241645,0.0976175,0.07870481,0.16642411,0.100049295,0.058125388,1
0.1349613,297.31363,292.94037,0.11228648,0.09502971,0.077305555,0.14965937,0.07332615,0.03688111,1
0.13681632,295.8625,291.3244,0.11678314,0.09999363,0.08693738,0.14203417,0.082442574,0.050669566,1
0.13895625,297.43103,292.94617,0.11761256,0.10008801,0.07992498,0.17929055,0.12598759,0.055106908,1
0.13325158,297.2956,292.86487,0.11002028,0.09055555,0.07955466,0.16779193,0.12037399,0.054407835,1
0.13177592,297.35675,292.89398,0.110767074,0.09269918,0.07484872,0.14797415,0.12815106,0.053374268,1
0.13882284,295.60617,290.2757,0.116536826,0.09799534,0.074700475,0.16779096,0.10737051,0.06139396,1
0.13615641,296.17892,291.66064,0.110607795,0.08853285,0.07167818,0.12587276,0.08922757,0.054853097,1
0.1301444,297.2393,292.8563,0.10930164,0.090352364,0.070995964,0.15623794,0.070280485,0.039909273,1
0.13190717,297.24527,292.8954,0.11127591,0.0913996,0.07236183,0.14592218,0.11125758,0.05332385,1
0.13421783,297.1601,292.8766,0.11297459,0.09839799,0.074258216,0.15805581,0.11320179,0.06586277,1
0.1343714,297.24884,292.88666,0.114985585,0.098315164,0.08039312,0.16188069,0.11966483,0.05915745,1
0.13364223,295.5572,291.62,0.10929981,0.08704239,0.06615166,0.14413396,0.07606683,0.045221113,1
0.1291497,297.24887,293.05338,0.108028375,0.08975317,0.07757093,0.16415219,0.12925035,0.057829626,1
0.13665389,296.257,291.875,0.116722286,0.10384078,0.091178626,0.14331998,0.085817635,0.05324594,1
0.13522872,297.25958,292.85034,0.1145024,0.096769184,0.08887156,0.16370904,0.11750096,0.063805014,1
0.13523749,296.83405,291.3238,0.114290215,0.09662497,0.081233054,0.15564898,0.11164878,0.06039121,1
0.1320453,297.09146,292.95193,0.10893619,0.0929205,0.07349436,0.15879676,0.11399388,0.050155524,1
0.13441755,296.85,292.66763,0.11197587,0.09339823,0.072279476,0.12612444,0.060208727,0.031364653,1
0.135021,296.9847,292.62698,0.11417004,0.092733175,0.08180016,0.1355559,0.06822228,0.03888017,1
0.13457787,296.49805,291.03384,0.112172745,0.09569511,0.081899,0.1825887,0.08246448,0.03917904,1
0.13679427,295.5835,291.38776,0.11498925,0.10084124,0.08022028,0.1708274,0.093850985,0.04684993,1
0.13900071,296.4546,292.2225,0.11636706,0.09921044,0.08422563,0.16385187,0.10491119,0.049830947,1
0.1375107,296.7344,292.836,0.11574499,0.09601782,0.08416077,0.1788242,0.109339505,0.052403867,1
0.1351904,296.7066,292.78424,0.11262576,0.095306545,0.07074833,0.12888347,0.055981323,0.028607592,1
0.1364759,296.63318,292.50488,0.111321434,0.097812966,0.078549184,0.118938565,0.06828232,0.031157706,1
0.1380691,296.91498,292.74023,0.11461111,0.103344046,0.09927782,0.16645977,0.08257667,0.040704913,1
0.1331707,295.49222,291.59677,0.112087235,0.10064325,0.07315479,0.17587656,0.08186406,0.0355654,1
0.13633525,296.2169,291.5944,0.11583319,0.103430435,0.07915191,0.17362893,0.115740016,0.053063974,1
0.13654323,297.02798,292.62115,0.11941873,0.10420856,0.10664315,0.15703031,0.06720574,0.031661868,1
0.13324656,297.2393,292.8418,0.11282186,0.09761101,0.08047587,0.15835424,0.06496181,0.032738954,1
0.13616711,297.20566,292.9112,0.11435218,0.09605029,0.07818507,0.16048075,0.09356414,0.045684986,1
0.13563113,297.15045,292.83737,0.11317168,0.097292274,0.07991947,0.16592337,0.097149484,0.048446305,1
0.13814686,297.31598,292.78937,0.116984636,0.09848736,0.08438234,0.14152935,0.08276806,0.041692853,1
0.1377674,297.4909,292.9679,0.1162226,0.100547254,0.08475283,0.16643846,0.09649815,0.048390426,1
0.13730615,297.1649,292.76346,0.111473694,0.09666774,0.07386325,0.13903628,0.090969816,0.053052988,1
0.13924527,297.18408,292.8737,0.1149617,0.09608269,0.077757716,0.15646528,0.09968845,0.058302164,1
0.13943577,297.39508,292.95044,0.11712463,0.10004529,0.0833258,0.17111799,0.10188067,0.049503863,1
0.13709903,296.78253,292.25183,0.116219565,0.10637656,0.08682829,0.14564191,0.074066505,0.037099272,1
0.13253091,295.52344,290.74234,0.11136632,0.0914259,0.07157514,0.13928595,0.09963055,0.048693307,1
0.13290887,295.4528,290.73938,0.11116436,0.092099994,0.072568506,0.13888648,0.09978763,0.047750857,1
0.13804665,294.95227,290.3408,0.112847306,0.10246422,0.086277455,0.12500942,0.051677737,0.027600352,1
0.14025086,294.90176,290.19263,0.11774132,0.100517936,0.08934843,0.1266891,0.08560188,0.045463722,1
0.1381733,295.42355,290.57123,0.11345499,0.09668122,0.08643709,0.1565591,0.072052635,0.04007661,1
0.13551606,297.67267,293.00412,0.11254344,0.09831655,0.081181906,0.17456307,0.10191936,0.04999479,1
0.13775495,295.5502,290.6745,0.11884297,0.10026391,0.08672244,0.16382764,0.09525488,0.046741087,1
0.1382873,297.51004,292.97806,0.112872206,0.10215509,0.09532695,0.13250108,0.075753994,0.033660144,1
0.13779983,295.8929,290.78653,0.11965037,0.109513655,0.08379199,0.19523501,0.118905924,0.056053404,1
0.13672096,294.96747,290.34192,0.1190801,0.10560316,0.09186469,0.17489624,0.09730133,0.04940839,1
0.13496041,294.99664,290.38184,0.11286174,0.095247895,0.082627445,0.16607182,0.079178266,0.03834156,1
0.13549697,295.2922,290.66223,0.11287971,0.096431345,0.075522825,0.15111622,0.10998075,0.05323998,1
0.135836,294.96344,290.28876,0.11268306,0.09452203,0.07527345,0.1400762,0.08957868,0.04297714,1
0.13379174,294.95844,290.30048,0.112338796,0.0953934,0.072587654,0.17599797,0.10167053,0.046948157,1
0.13551013,295.28946,290.49445,0.11222268,0.08968032,0.07715794,0.16573645,0.07484872,0.03448764,1
0.13453187,295.41138,290.64206,0.11236557,0.102448255,0.085858464,0.16369829,0.0725897,0.031346478,1
0.13519901,296.66202,292.4708,0.11162466,0.096833676,0.08083575,0.21484448,0.13173133,0.06118725,1
0.13963985,297.3448,292.97226,0.11735761,0.10055056,0.08906163,0.18023038,0.10411509,0.05020412,1
0.13499491,294.9474,290.8808,0.11347722,0.10334387,0.07414329,0.16323577,0.10782194,0.058589045,1
0.13631052,297.56747,293.01862,0.11494461,0.10400882,0.07727229,0.21500817,0.14738208,0.06616124,1
0.13477051,297.41666,292.77505,0.11338829,0.10141562,0.07048131,0.3387439,0.14951316,0.0662678,1
0.13561094,295.3629,290.841,0.112672396,0.09953207,0.07341251,0.23681626,0.11709379,0.052009754,1
0.14282006,296.82053,291.9823,0.12120603,0.10596095,0.08632623,0.2588098,0.16128582,0.075107835,1
0.13690932,297.1844,292.82867,0.11600682,0.1011942,0.08212884,0.18202925,0.14263573,0.066535205,1
0.13554104,297.5172,293.03308,0.11394683,0.09969787,0.077993356,0.20436563,0.14864324,0.06971894,1
0.13662177,297.34,292.8621,0.1159215,0.100039214,0.0883031,0.1866951,0.106901444,0.051821202,1
0.13904518,297.47653,292.8534,0.11861305,0.10335971,0.08336959,0.18467434,0.11637028,0.054931436,1
0.13646531,297.53397,293.05322,0.11287337,0.09909853,0.07547888,0.24945045,0.14168492,0.062788546,1
0.13757086,297.31836,293.03137,0.11621404,0.09864958,0.08104853,0.2009745,0.11722945,0.052728005,1
0.13728876,297.49808,293.28482,0.11672325,0.09896869,0.076681614,0.15972304,0.0647823,0.03027063,1
0.1412106,297.37115,292.92587,0.11845714,0.102255955,0.09233777,0.18016763,0.10448827,0.049507532,1
0.13724051,295.17715,290.43832,0.1140452,0.095731154,0.08940365,0.12901813,0.080033034,0.038287483,1
0.1350074,296.33563,291.68024,0.112070955,0.09431109,0.077979356,0.12173493,0.07157341,0.035072427,1
0.13490102,294.66046,290.3053,0.11147232,0.101180255,0.07678966,0.15250918,0.059381224,0.03801604,1
0.13537674,294.8225,290.3792,0.11188075,0.1014655,0.07765986,0.10728586,0.03722682,0.019858789,1
0.13849783,295.21625,290.57123,0.11574198,0.10520655,0.08686819,0.107006036,0.04012149,0.022237357,1
0.13657731,295.30164,290.67157,0.11387742,0.099415064,0.08289668,0.1547864,0.048536234,0.025782768,1
0.13501735,295.1845,290.5063,0.11040907,0.09929795,0.082394645,0.13239194,0.05814026,0.030405266,1
0.13404289,294.58954,290.28754,0.11882425,0.10425053,0.08865882,0.1722625,0.092870645,0.06912265,1
0.1372365,294.73395,290.32007,0.11563932,0.10239505,0.0816329,0.13236465,0.06337192,0.033167392,1
0.13384986,294.6281,289.9578,0.11286066,0.09359639,0.07746684,0.13306387,0.0738969,0.03716091,1
0.135014,295.4016,290.5978,0.114048935,0.100996524,0.078287445,0.1636734,0.11837028,0.056565333,1
0.1327005,295.82172,291.4843,0.11136032,0.096965596,0.07477712,0.18844335,0.10826585,0.048601255,1
0.13290887,294.10248,291.28067,0.11327713,0.103010185,0.07627943,0.17241909,0.08914517,0.057709508,1
0.13317567,294.24045,290.07138,0.11258791,0.10281046,0.07605558,0.22878946,0.1305295,0.059251267,1
0.13246834,294.65527,290.0514,0.11045039,0.10237017,0.07938108,0.09189704,0.042836856,0.023078311,1
0.1345378,294.6364,289.9725,0.11410402,0.09873976,0.07772079,0.1428254,0.079146296,0.03982683,1
0.13457423,294.69342,290.31558,0.114259325,0.102035835,0.08155804,0.12551749,0.062454224,0.03558121,1
0.13555667,294.67923,290.06458,0.115083456,0.102522045,0.08774378,0.116912246,0.062864006,0.03186676,1
0.13558142,294.73218,290.21313,0.11552216,0.104632445,0.08767237,0.12999861,0.07537149,0.039130397,1
0.13434654,296.18793,291.67627,0.11319266,0.100966364,0.077439696,0.24043614,0.09919392,0.046485204,1
0.1308412,295.6743,290.78064,0.108163536,0.09818092,0.07123467,0.143071,0.091339536,0.046887126,1
0.1311747,297.5579,292.80698,0.10791898,0.096735775,0.0719873,0.15835701,0.07018009,0.03237922,1
0.13426508,296.3386,292.92007,0.11216548,0.10030791,0.087705955,0.16546464,0.11112417,0.056173753,1
0.13692833,295.55255,291.53537,0.116445795,0.09988079,0.08865075,0.1706401,0.089786306,0.04255999,1
0.13865854,295.5429,290.71283,0.11659713,0.101154596,0.08437182,0.17745914,0.10169497,0.049830947,1
0.1374012,295.88077,292.24582,0.11591647,0.100004025,0.08215287,0.17803335,0.10158277,0.052373357,1
0.13430242,293.96927,290.13953,0.11307703,0.10138082,0.07530052,0.15881735,0.102584414,0.052303065,1
0.13322014,293.94952,289.90234,0.11258791,0.102410994,0.07745977,0.17192982,0.1079821,0.06457722,1
0.13503695,294.1641,289.935,0.11228632,0.09955044,0.073323734,0.18627217,0.120409355,0.058383007,1
0.13724518,295.9024,291.7487,0.113536924,0.09851694,0.081912786,0.20733467,0.11475624,0.05883727,1
0.13793299,296.08423,291.7618,0.11651857,0.09916894,0.08260663,0.17322662,0.12551567,0.06004405,1
0.13872972,296.0988,291.6811,0.117086135,0.101932235,0.08691952,0.17804548,0.12103951,0.05772709,1
0.13829349,297.26086,293.1489,0.11432208,0.101203926,0.0786498,0.12839775,0.049770396,0.026635462,1
0.13803536,297.4693,293.00696,0.114346385,0.09998433,0.08177614,0.20325875,0.11662229,0.05227826,1
0.13596274,297.4765,293.3844,0.11515862,0.09950086,0.08187896,0.18116856,0.103413776,0.046379913,1
0.1390313,296.30273,291.86584,0.11607973,0.10110717,0.07760969,0.14564556,0.076797865,0.037107103,1
0.13966155,296.25085,291.92032,0.1177672,0.103087656,0.082468115,0.15499684,0.082187414,0.039216634,1
0.1401784,297.08084,292.61246,0.11531563,0.102098875,0.08423619,0.17449541,0.08987907,0.042193353,1
0.13925838,297.0304,292.7228,0.11441806,0.10133594,0.08047116,0.18297885,0.093046345,0.053935844,1
0.13735528,297.1817,293.05048,0.116903484,0.10323488,0.08471026,0.17949592,0.100159466,0.048935335,1
0.13494514,296.85,293.04178,0.112943634,0.09790272,0.07079043,0.21689487,0.0725395,0.036018748,1
0.13690504,295.89325,291.8714,0.11446507,0.10148119,0.07231807,0.20548129,0.08912445,0.04250125,1
0.13668956,295.90393,291.8632,0.11392152,0.09989166,0.07122553,0.18388802,0.09668802,0.04631827,1
0.13512877,295.92447,292.92007,0.11200147,0.09538952,0.06871347,0.18387543,0.06734789,0.028509779,1
0.13434266,296.0142,292.94037,0.11394534,0.09960383,0.08358644,0.18277948,0.09731338,0.048192333,1
0.13650599,296.89572,293.03598,0.11499832,0.104782775,0.08727018,0.21824603,0.1417407,0.0715857,1
0.13791202,295.28214,290.73938,0.11572276,0.103700735,0.087919414,0.17715737,0.08760308,0.043509826,1
0.13822165,297.1718,293.0968,0.11656962,0.10506447,0.08690524,0.19958124,0.116973214,0.05426193,1
0.1371398,297.36844,293.13007,0.11384976,0.09893052,0.08216549,0.18205199,0.08989727,0.043879114,1
0.14011955,297.39856,293.05768,0.11668447,0.09896432,0.086871244,0.19556019,0.103034124,0.047821403,1
0.13941078,297.52438,293.0997,0.11996217,0.10877785,0.09588318,0.21229729,0.16009982,0.070948176,1
0.13902801,297.57104,292.93454,0.11897537,0.10333676,0.088149294,0.20323205,0.12647256,0.06710948,1
0.134093,297.01117,292.91428,0.1140452,0.09682525,0.06770792,0.20483333,0.093765005,0.04261841,1
0.1369414,296.224,291.72205,0.1151776,0.09465527,0.07609752,0.18074694,0.09071639,0.049864307,1
0.1374676,296.2112,291.7702,0.1152437,0.09605813,0.07723257,0.16464797,0.07508254,0.042054042,1
0.13914618,295.25284,290.6155,0.11779808,0.098336555,0.08291779,0.19125603,0.08846019,0.048063844,1
0.1346761,296.27985,291.70746,0.11385983,0.099359155,0.08830109,0.1537299,0.091187224,0.042141143,1
0.13807431,297.2165,292.994,0.11590962,0.10000061,0.0788406,0.17789093,0.10709057,0.058376253,1
0.13737348,297.4992,293.04468,0.115225226,0.10203032,0.09308317,0.17070599,0.1052473,0.05438385,1
0.13789763,296.23907,291.80246,0.11490527,0.0951684,0.078382716,0.1651037,0.071853764,0.041705392,1
0.14035688,297.21753,293.03165,0.11795968,0.10115234,0.087097384,0.15600666,0.08453687,0.044638105,1
0.13988328,297.56506,292.99252,0.119552135,0.1046519,0.104316324,0.16055661,0.11806332,0.071891166,1
0.13907887,295.30164,290.6332,0.11545027,0.10180716,0.080108605,0.16608304,0.08069146,0.04495483,1
0.13738412,296.25366,291.65662,0.116156,0.09652591,0.076382555,0.16570571,0.08394393,0.04721587,1
0.13718228,295.94702,291.71136,0.114133835,0.10119933,0.07732907,0.17574298,0.09478398,0.052811608,1
0.13675281,297.54352,292.92877,0.11572051,0.09986307,0.08817467,0.1567666,0.11444946,0.06009887,1
0.1365432,297.59854,292.95486,0.11668525,0.09906626,0.08682568,0.15048516,0.10777264,0.057469606,1
0.1335386,297.51123,292.9389,0.11069905,0.09605277,0.07965152,0.2449671,0.1508145,0.073349774,1
0.134218,297.51,292.9389,0.11092687,0.09523007,0.07955308,0.2523015,0.14443354,0.069291465,1
0.13448673,297.46216,292.88528,0.11129899,0.10346292,0.08143947,0.19187371,0.15329194,0.08016996,1
0.1416594,297.8494,293.52167,0.11808945,0.101246186,0.08291779,0.18503231,0.073382355,0.043872472,1
0.13572556,296.99915,293.16626,0.11264536,0.098441266,0.07521335,0.19146782,0.07580253,0.038905267,1
0.13573523,295.76178,292.6967,0.11152072,0.09696838,0.074436076,0.19263853,0.063500084,0.037024405,1
0.13395382,294.96695,290.62436,0.112772696,0.09422517,0.0766401,0.14164029,0.089362346,0.043661166,1
0.13144149,295.9002,291.96286,0.10960869,0.09760287,0.07451748,0.14658502,0.08544099,0.043348,1
0.13328412,295.8741,292.0194,0.111609206,0.09966061,0.0769981,0.1721365,0.10735181,0.047006324,1
0.13264208,296.18378,291.40097,0.11054247,0.09762233,0.07683611,0.15484299,0.0859932,0.041540787,1
0.13609028,295.4455,290.6568,0.11724087,0.10729645,0.095905624,0.1864618,0.08022054,0.0404132,1
0.1343733,296.02292,291.75012,0.11263299,0.095980845,0.075291306,0.20789102,0.13193442,0.06023027,1
0.13439222,296.04144,292.48682,0.11304609,0.09468779,0.07690908,0.17109637,0.124875866,0.059504967,1
0.1363558,294.93494,290.29932,0.1123516,0.09997589,0.08200747,0.16746743,0.07044796,0.039421894,1
0.13994828,294.96317,290.36737,0.11737168,0.10275912,0.09108387,0.18212283,0.08995803,0.049670234,1
0.1376475,294.94543,290.23108,0.11591558,0.103993,0.08677265,0.1929673,0.081317976,0.046400003,1
0.13740218,295.04504,290.4676,0.11492586,0.09906563,0.07823156,0.14637434,0.11295372,0.054404877,1
0.13646075,295.12903,290.57056,0.11430016,0.101320885,0.07790482,0.18712933,0.12379084,0.058871143,1
0.13522814,294.99127,290.44232,0.11163209,0.09633814,0.07916018,0.18401411,0.10539313,0.056222193,1
0.13741836,294.56992,290.6863,0.11283247,0.1038887,0.08080144,0.1771845,0.09525488,0.047212314,1
0.13648303,297.57224,292.92587,0.11476878,0.09803549,0.081925936,0.15289249,0.12585227,0.063879944,1
0.1356647,295.9848,291.7207,0.114229485,0.09747457,0.07856533,0.20243993,0.13092256,0.060962517,1
0.13734719,296.02167,291.7517,0.11595252,0.10386559,0.09054448,0.17527592,0.098528296,0.05051638,1
0.13634335,295.011,290.49408,0.115129754,0.101931185,0.078748636,0.18058196,0.12242794,0.059144378,1
0.13792285,294.93933,290.2577,0.11549668,0.10457577,0.089475274,0.16540307,0.08650132,0.051971473,1
0.13801584,294.9311,290.21628,0.11531902,0.105343014,0.09148031,0.13871372,0.091743916,0.055614647,1
0.13976543,295.3821,290.56827,0.11565856,0.0989766,0.08957841,0.14118338,0.07673441,0.04069701,1
0.13564153,296.44943,291.8111,0.11364634,0.097127065,0.08423214,0.16212362,0.11095801,0.05581023,1
0.13591492,295.5867,290.70694,0.11596238,0.09842571,0.08567616,0.16747977,0.13838325,0.065455474,1
0.1349276,295.00363,290.3408,0.10991994,0.097048484,0.07184812,0.11819613,0.052350916,0.02634375,1
0.1367003,295.20892,290.5299,0.112943634,0.09779604,0.09093135,0.1176353,0.039291237,0.020756362,1
0.13631499,296.87854,291.9756,0.11609676,0.099152,0.07657522,0.15475759,0.11900793,0.056379933,1
0.13474211,296.51254,291.41272,0.1127213,0.09444681,0.07479023,0.15174404,0.08170107,0.03898057,1
0.13588624,296.48117,291.3775,0.11247416,0.08910648,0.074112035,0.14996554,0.07995127,0.038371224,1
0.13660659,295.64993,290.97586,0.11580728,0.09685585,0.0808849,0.15481144,0.09373053,0.045097932,1
0.13454613,296.50772,291.37457,0.11065805,0.08733904,0.071226165,0.13981526,0.07499219,0.037047304,1
0.13591737,296.33438,291.04633,0.11385634,0.09616631,0.08326308,0.1483992,0.071532525,0.035175405,1
0.13601539,296.62354,291.3335,0.114894055,0.09512089,0.077733934,0.14615919,0.09020604,0.042881526,1
0.13097413,296.89813,292.09714,0.1084565,0.09252442,0.07492521,0.18405019,0.09626465,0.04564156,1
0.1313414,296.84036,292.36813,0.10948141,0.09247448,0.07854775,0.18407516,0.09170947,0.043599583,1
0.13490516,296.72717,292.56595,0.11179826,0.0943131,0.07683724,0.15847388,0.09761101,0.046090346,1
0.13067263,296.37488,291.4948,0.10870246,0.092199855,0.07399142,0.18434979,0.093414865,0.04395861,1
0.13729902,296.0478,291.03897,0.11452581,0.099260375,0.08419727,0.15828744,0.09694423,0.049418468,1
0.13566808,296.7874,292.6938,0.114811204,0.09622215,0.0855716,0.14485338,0.09415536,0.045462046,1
0.13597701,296.5053,292.30118,0.11209785,0.09030243,0.07445831,0.13491687,0.074933015,0.034431368,1
0.13524333,296.5222,292.1992,0.11369568,0.094536826,0.08028182,0.14283113,0.08286838,0.042442136,1
0.13473469,296.61017,291.9041,0.11483443,0.1003385,0.086861864,0.14319934,0.09782545,0.05182431,1
0.13434568,296.64935,291.92395,0.11122523,0.096799225,0.07703443,0.1481038,0.10244651,0.051043138,1
0.13455571,296.60217,291.8728,0.11157705,0.09554902,0.075476825,0.12637238,0.08512085,0.04241529,1
0.13813642,297.0352,292.61826,0.11443953,0.09473601,0.08572372,0.13516444,0.07971816,0.045255613,1
0.13554806,296.5634,291.8274,0.11279221,0.09957051,0.07617237,0.13188058,0.08675277,0.040003035,1
0.13523412,296.48605,291.79495,0.11498547,0.09718316,0.08333392,0.14239074,0.09573388,0.044014584,1
0.13582362,296.51617,291.7923,0.114434704,0.10003089,0.08048413,0.13601395,0.09187862,0.04694558,1
0.13484198,296.93903,292.62988,0.11469433,0.09989982,0.07510469,0.16153075,0.10274679,0.04925875,1
0.1353413,296.74646,292.62988,0.1132205,0.094289996,0.074238405,0.15119478,0.08739697,0.038561143,1
0.13586593,296.10443,291.64374,0.11411457,0.09873975,0.06866054,0.15671554,0.08275865,0.04285908,1
0.13217518,296.6621,292.56015,0.10971985,0.08978527,0.07207479,0.12976448,0.07202227,0.032465994,1
0.134093,296.71997,292.70538,0.11015459,0.09454667,0.075522475,0.14083526,0.074037395,0.03331185,1
0.13657647,296.0536,291.61267,0.11461743,0.09986991,0.06856935,0.16350183,0.08043525,0.041938465,1
0.13629915,296.0996,291.6681,0.11343438,0.09866789,0.06758902,0.15780821,0.07355481,0.038144756,1
0.13421783,296.77054,292.73444,0.10839414,0.09260044,0.068041764,0.120155886,0.0657017,0.03419437,1
0.13377595,296.8861,292.70248,0.11143179,0.094267555,0.0709455,0.13078515,0.06249152,0.03359989,1
0.13603204,296.35883,291.7507,0.1135637,0.09812609,0.07674442,0.13632092,0.08378569,0.04147938,1
